frame,id,x1,y1,x2,y2,cls,conf
210,1,239.86282348632812,178.95645141601562,310.8737487792969,257.10870361328125,63,1.0
240,1,204.34915161132812,185.4630126953125,283.0453796386719,268.960693359375,63,1.0
270,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
300,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
300,2,57.091373443603516,166.95156860351562,160.26010131835938,255.86465454101562,63,1.0
330,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
330,2,57.091373443603516,166.95156860351562,160.26010131835938,255.86465454101562,63,1.0
360,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
360,2,57.091373443603516,166.95156860351562,160.26010131835938,255.86465454101562,63,1.0
360,3,384.5911865234375,362.8865966796875,479.792724609375,625.8858642578125,56,1.0
390,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
390,3,287.17449951171875,304.90057373046875,479.48150634765625,639.3009033203125,56,1.0
390,4,0.547576904296875,150.21144104003906,150.38327026367188,578.7379150390625,56,1.0
420,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
420,5,0.547576904296875,150.21144104003906,150.38327026367188,578.7379150390625,56,1.0
420,3,236.74566650390625,281.77783203125,479.70941162109375,635.233154296875,56,1.0
420,5,0.547576904296875,150.21144104003906,150.38327026367188,578.7379150390625,56,1.0
450,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
450,4,0.547576904296875,150.21144104003906,150.38327026367188,578.7379150390625,56,1.0
450,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
450,6,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
450,6,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
480,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
480,4,41.0478515625,274.40386962890625,382.61505126953125,638.1071166992188,56,1.0
480,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
480,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
480,7,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
480,7,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
510,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
510,4,0.0,359.93408203125,349.2845458984375,639.438232421875,56,1.0
510,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
510,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
510,6,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
540,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
540,4,0.0,359.93408203125,349.2845458984375,639.438232421875,56,1.0
540,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
540,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
540,6,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
570,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
570,4,0.0,359.93408203125,349.2845458984375,639.438232421875,56,1.0
570,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
570,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
570,6,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
600,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
600,4,0.0,359.93408203125,349.2845458984375,639.438232421875,56,1.0
600,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
600,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
600,6,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
630,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
630,4,0.0,359.93408203125,349.2845458984375,639.438232421875,56,1.0
630,3,174.24285888671875,277.089599609375,472.12823486328125,636.239990234375,56,1.0
630,5,278.48004150390625,56.553009033203125,439.49951171875,213.79092407226562,56,1.0
630,6,10.9775390625,24.354766845703125,181.4149169921875,182.34153747558594,56,1.0
660,1,181.03997802734375,160.9072265625,268.2723388671875,248.7574462890625,63,1.0
